Data;Cota (m);Caudal Afluente (m3/s);Caudal Efluente (m3/s);Precipitacao (mm);Evaporacao (mm);Volume Evaporado (mm3);Humidade Relativa (%)
22/2/2008;323,8;4209;1894;0;7,6;18,94;73
23/2/2008;323,85;3330;1881;0;5,5;13,67;65
24/2/2008;323,91;3529;1787;0;7,1;17,8;68
25/2/2008;323,95;2850;1687;0;4;10,05;70
26/2/2008;324,01;3621;1874;0;7,6;19,11;77
27/2/2008;324,06;3317;1859;0;6,5;16,27;69
28/2/2008;324,09;2528;1652;0;5,8;14,68;62
29/2/2008;324,15;3105;1350;0;4,2;10,54;79
1/3/2008;324,22;3492;1441;0;6,1;15,34;80
2/3/2008;324,26;2932;1758;7,9;3,8;9,51;94
3/3/2008;324,31;3299;1830;5,4;4,9;12,49;89
4/3/2008;324,36;3263;1792;5,8;5,6;14,26;88
5/3/2008;324,44;4133;1776;0;5,2;13,21;88
6/3/2008;324,44;1824;1824;2,8;3,9;10,04;79
7/3/2008;324,49;3314;1837;0;5,5;14,13;83
8/3/2008;324,55;3603;1828;0;4,6;11,85;88
9/3/2008;324,6;2771;1290;0;4,6;11,7;77
10/3/2008;324,65;3109;1625;0;3,9;9,87;81
11/3/2008;324,68;2562;1671;0;6;15,34;75
12/3/2008;324,73;3107;1620;0;4,8;12,25;79
13/3/2008;324,75;2259;1664;0;4,8;12,42;71
14/3/2008;324,78;2773;1880;0;7,8;19,98;71
15/3/2008;324,87;4523;1838;0;5,5;14,23;73
16/3/2008;324,88;2172;1873;0;6,5;16,73;79
17/3/2008;324,91;2928;2031;24,5;2,2;5,74;93
18/3/2008;324,98;3876;1780;13;2,6;6,59;95
19/3/2008;325,07;4286;1585;0,2;4,3;11,15;79
20/3/2008;325,14;3734;1629;0;4,8;12,34;77
21/3/2008;325,2;3381;1573;0;3,9;10,2;79
22/3/2008;325,27;3737;1623;0;5,2;13,48;63
23/3/2008;325,31;2774;1565;0;5,3;13,74;70
24/3/2008;325,38;3661;1541;0;5,5;14,5;71
25/3/2008;325,44;3384;1564;0;4,7;12,19;72
26/3/2008;325,47;2510;1599;0;5,3;13,96;78
27/3/2008;325,55;4025;1591;0;5,7;14,98;71
28/3/2008;325,56;1854;1549;0;6,5;17,21;68
29/3/2008;325,57;1880;1575;0;7;18,44;76
30/3/2008;325,57;1605;1605;0;5,1;13,39;74
31/3/2008;325,65;4064;1623;0;6,1;16,19;74
1/4/2008;325,65;1598;1598;0;6,1;16,21;79
2/4/2008;325,71;3429;1595;0;5,1;13,55;74
3/4/2008;325,71;1598;1598;0;5,3;13,88;60
4/4/2008;325,77;3395;1557;0;6,3;16,73;68
5/4/2008;325,82;3159;1626;0;6,6;17,44;66
6/4/2008;325,86;2851;1622;0;6,3;16,77;60
7/4/2008;325,9;2881;1651;0;5,1;13,6;60
8/4/2008;325,91;1974;1666;0;5;13,31;84
9/4/2008;325,94;2630;1707;0;6,1;16,16;70
10/4/2008;326,01;3613;1456;0;3,9;10,27;90
11/4/2008;325,98;960;1886;0;2,2;5,97;81
12/4/2008;325,98;2327;2327;0;6,9;18,25;70
13/4/2008;325,98;2349;2349;0;6,1;16,18;62
14/4/2008;326;2952;2335;0;6,5;17,41;68
15/4/2008;326;2383;2383;0;5,1;13,57;81
16/4/2008;326,01;2621;2313;0;5,4;14,49;72
17/4/2008;326,01;2387;2387;0;5,5;14,53;68
18/4/2008;326,02;2635;2327;0;6,2;16,45;66
19/4/2008;326,03;2688;2380;0;8;21,39;69
20/4/2008;326,04;2682;2374;0;6,2;16,52;54
21/4/2008;326,06;2698;2080;0;6,7;17,88;55
22/4/2008;325,97;474;2304;0;6,3;16,72;68
23/4/2008;325,98;2686;2378;0;7,3;19,49;51
24/4/2008;325,98;2273;2273;0;5,8;15,35;55
25/4/2008;326;3567;2950;0;4,3;11,45;85
26/4/2008;325,96;2134;3368;0;6,4;17,02;66
27/4/2008;325,91;1844;3384;0;5,8;15,43;60
28/4/2008;325,87;2008;3239;0;6,9;18,33;69
29/4/2008;325,81;1433;3276;0;6,5;17,15;60
30/4/2008;325,79;2778;3391;0;5,2;13,68;72
1/5/2008;325,76;2415;3335;0;6,5;17,33;70
2/5/2008;325,72;2143;3368;0;8;21,17;71
3/5/2008;325,69;2448;3366;0;3,6;9,49;81
4/5/2008;325,69;3312;3312;0;4,4;11,57;76
5/5/2008;325,67;2727;3339;0;4,9;13,02;60
6/5/2008;325,62;1884;3411;0;5,5;14,48;61
7/5/2008;325,58;2224;3444;0;5,7;14,96;58
8/5/2008;325,56;1175;1785;0;4,2;11,07;82
9/5/2008;325,59;2442;1527;0;6,8;17,93;74
10/5/2008;325,6;2399;2094;0;5,5;14,36;57
11/5/2008;325,6;2095;2095;0;4,9;12,81;47
12/5/2008;325,6;2092;2092;0;4,8;12,71;39
13/5/2008;325,6;2082;2082;0;6,5;17,19;41
14/5/2008;325,59;1901;2206;0;5,4;14,1;69
15/5/2008;325,57;1685;2295;0;3,9;10,3;86
16/5/2008;325,58;2600;2295;0;7;18,33;69
17/5/2008;325,57;1974;2279;0;3,8;9,98;77
18/5/2008;325,59;2820;2211;0;3,1;8,08;80
19/5/2008;325,55;1061;2280;1,5;5,2;13,79;82
20/5/2008;325,54;1904;2208;0;4,5;11,74;80
21/5/2008;325,56;2891;2282;0;2,8;7,27;74
22/5/2008;325,57;1986;1681;0;5,5;14,38;65
23/5/2008;325,62;2829;1304;0;3,2;8,51;60
24/5/2008;325,6;1743;2354;0;4,3;11,3;66
25/5/2008;325,58;1863;2473;0;4,2;11,01;67
26/5/2008;325,54;1260;2479;0;3,5;9,11;70
27/5/2008;325,5;1254;2471;0;2,2;5,87;85
28/5/2008;325,5;1998;1998;0;5;13,18;76
29/5/2008;325,56;3074;1248;0;2,7;6,97;78
30/5/2008;325,57;2201;1897;0;5,1;13,48;69
31/5/2008;325,61;2398;1179;0;5,3;13,91;57
1/6/2008;325,62;1654;1349;0;5,4;14,24;41
2/6/2008;325,6;1706;2317;0;5,2;13,6;54
3/6/2008;325,59;2156;2461;0;4,1;10,86;84
4/6/2008;325,57;1805;2415;0;3,6;9,48;80
5/6/2008;325,54;1486;2399;0;6,3;16,63;54
6/6/2008;325,53;2014;2319;0;4,5;11,94;66
7/6/2008;325,52;2089;2393;0;4,9;12,91;62
8/6/2008;325,47;849;2370;0;3,8;9,96;52
9/6/2008;325,44;1465;2376;0;3;7,85;85
10/6/2008;325,39;880;2397;1,1;0,7;1,86;95
11/6/2008;325,4;2689;2386;4,7;2,3;6,03;80
12/6/2008;325,38;1743;2349;0,2;2,7;6,97;65
13/6/2008;325,37;1947;2250;0;1,8;4,74;86
14/6/2008;325,36;2077;2380;0;2;5,21;96
15/6/2008;325,35;1943;2246;0,8;4,8;12,54;90
16/6/2008;325,33;1628;2234;0;3,9;10,31;72
17/6/2008;325,3;1318;2226;0;4,7;12,29;70
18/6/2008;325,28;1681;2286;0;3,3;8,54;84
19/6/2008;325,29;2775;2473;0;1,9;5,07;91
20/6/2008;325,28;2089;2391;0;7,3;19,14;88
21/6/2008;325,25;1476;2383;0;5;12,95;65
22/6/2008;325,24;2081;2383;0;3,9;10,28;55
23/6/2008;325,22;1767;2370;0;5,5;14,37;61
24/6/2008;325,19;1490;2395;0;3,7;9,74;80
25/6/2008;325,17;1786;2389;0;3,9;10,15;80
26/6/2008;325,15;1795;2398;0;3,7;9,63;65
27/6/2008;325,13;1793;2395;0;5,5;14,23;58
28/6/2008;325,11;1777;2379;0;4,9;12,82;66
29/6/2008;325,08;1480;2382;0;4,4;11,49;68
30/6/2008;325,05;1495;2396;0;4,2;10,9;80
1/7/2008;325,05;2407;2407;0;3,5;9;81
2/7/2008;325,03;1788;2389;0;3;7,8;72
3/7/2008;325,02;2020;2320;0;4,8;12,34;72
4/7/2008;325;1790;2390;0;4,7;12,28;44
5/7/2008;324,96;1192;2391;0;6;15,43;42
6/7/2008;324,94;1788;2387;0;6,2;16,11;59
7/7/2008;324,88;597;2392;0;4,6;11,81;48
8/7/2008;324,87;2005;2304;0;2,7;6,97;92
9/7/2008;324,85;1615;2213;0;4,1;10,58;70
10/7/2008;324,84;1909;2207;0;4,9;12,59;48
11/7/2008;324,82;1581;2178;0;4,2;10,93;66
12/7/2008;324,81;2085;2383;2;1,4;3,61;91
13/7/2008;324,77;1036;2228;5,6;6,5;16,74;95
14/7/2008;324,76;1879;2177;0;2,5;6,38;89
15/7/2008;324,76;2419;2419;1,2;2,5;6,43;85
16/7/2008;324,73;1511;2404;0;6,4;16,43;87
17/7/2008;324,67;716;2500;0;4,5;11,64;89
18/7/2008;324,66;2120;2417;0;4,4;11,24;98
19/7/2008;324,62;1215;2402;0;3;7,74;57
20/7/2008;324,62;2396;2396;0;4,1;10,53;55
21/7/2008;324,6;1803;2396;0;5;12,75;74
22/7/2008;324,58;1815;2407;0;3,1;7,83;85
23/7/2008;324,55;1529;2417;0;1;2,48;94
24/7/2008;324,52;1509;2397;0;3,9;10,07;98
25/7/2008;324,51;2121;2417;0;4,9;12,42;90
26/7/2008;324,49;1811;2402;0;5,3;13,59;86
27/7/2008;324,47;1810;2400;0;3,5;9,01;83
28/7/2008;324,45;1831;2421;0;5,5;14,01;61
29/7/2008;324,41;1239;2419;0;5,5;13,95;51
30/7/2008;324,4;2120;2415;0;4,7;11,89;78
31/7/2008;324,38;1826;2416;0;5,6;14,31;58
1/8/2008;324,36;1736;2325;0;7,5;19,03;47
2/8/2008;324,33;1537;2420;0;4;10,17;70
3/8/2008;324,27;412;2175;0;6,8;17,16;84
4/8/2008;324,27;2419;2419;0;3,9;9,82;80
5/8/2008;324,24;1540;2421;0;2,1;5,35;82
6/8/2008;324,21;1541;2421;0;5,4;13,65;77
7/8/2008;324,17;1245;2417;0;4,4;11,21;40
8/8/2008;324,14;1547;2425;0;6,1;15,48;68
9/8/2008;324,11;1543;2420;0;4,7;11,87;76
10/8/2008;324,07;1228;2396;0;6,9;17,41;78
11/8/2008;324,05;1797;2381;0;3;7,51;74
12/8/2008;324,02;1523;2398;0;4,9;12,39;82
13/8/2008;323,99;1452;2326;0;4,9;12,39;65
14/8/2008;323,96;1549;2422;0;5,4;13,49;53
15/8/2008;323,96;2423;2423;0;6,3;15,74;55
16/8/2008;323,93;1237;2110;0;6,7;16,78;41
17/8/2008;323,88;653;2106;0;6,7;16,92;38
18/8/2008;323,86;1712;2293;0;4,1;10,33;73
19/8/2008;323,86;2300;2300;7,8;4,3;10,73;91
20/8/2008;323,81;873;2323;0;6,1;15,2;76
21/8/2008;323,79;1850;2429;0;4,9;12,33;75
22/8/2008;323,76;1503;2371;0;8;20,07;71
23/8/2008;323,74;1644;2222;0;4,4;10,87;76
24/8/2008;323,72;1536;2114;0;5,2;13,01;72
25/8/2008;323,7;1567;2144;0;7,3;18,3;44
26/8/2008;323,66;1224;2379;0;6,7;16,64;45
27/8/2008;323,64;1821;2398;0;8,3;20,66;38
28/8/2008;323,61;1575;2439;0;8;20,03;36
29/8/2008;323,57;1288;2440;0;10,3;25,57;35
30/8/2008;323,55;1849;2424;0;7,6;18,94;36
31/8/2008;323,51;1261;2410;0;6,9;17,21;38
1/9/2008;323,45;687;2409;0;7,6;18,77;25
2/9/2008;323,43;1832;2405;0;2,4;5,89;35
3/9/2008;323,42;2137;2423;0;4;9,85;80
4/9/2008;323,36;645;2363;0;4,9;12,21;72
5/9/2008;323,35;2085;2370;0;6,6;16,31;73
6/9/2008;323,29;624;2337;0;7,7;18,96;42
7/9/2008;323,29;2327;2327;0;5,1;12,48;73
8/9/2008;323,25;1081;2221;0;6,6;16,24;45
9/9/2008;323,21;1139;2279;0;7,4;18,15;32
10/9/2008;323,2;1983;2267;0;8,1;20;37
11/9/2008;323,15;876;2298;0;6;14,72;40
12/9/2008;323,09;657;2360;0;6,7;16,48;69
13/9/2008;323,09;2187;2187;7,6;4,1;9,94;80
14/9/2008;323,08;2089;2373;0;5,6;13,79;70
15/9/2008;323,05;1529;2380;0;6,2;15,28;53
16/9/2008;323,03;1791;2358;0;7;17,23;45
17/9/2008;322,99;1256;2388;0;7,2;17,58;37
18/9/2008;322,95;1316;2447;0;7,8;18,95;78
19/9/2008;322,94;1929;2212;0;7,4;17,92;44
20/9/2008;322,89;995;2406;0;8,3;20,31;37
21/9/2008;322,83;738;2429;0;8,5;20,61;32
22/9/2008;322,81;1776;2339;0;4,1;9,92;77
23/9/2008;322,8;2009;2290;0;5,3;12,96;85
24/9/2008;322,77;1551;2395;0;8,8;21,46;38
25/9/2008;322,73;1333;2456;0;10;24,32;33
26/9/2008;322,7;1618;2460;0;12,5;30,36;38
27/9/2008;322,67;1601;2442;0;10,2;24,71;36
28/9/2008;322,61;653;2332;0;6,9;16,69;59
29/9/2008;322,62;2629;2349;0;6,2;14,99;72
30/9/2008;322,6;1483;2042;0;8,1;19,62;57
1/10/2008;322,58;1486;2045;0;9,6;23,26;34
2/10/2008;322,57;2102;2381;0;9,9;23,92;30
3/10/2008;322,53;1215;2331;0;14,3;34,51;24
4/10/2008;322,52;1659;1938;0;8,6;20,68;42
5/10/2008;322,5;1409;1967;0;9,6;23,13;60
6/10/2008;322,45;653;2046;0;7,4;17,79;66
7/10/2008;322,45;2024;2024;0;5,9;14,24;60
8/10/2008;322,44;1760;2039;0;6,9;16,6;59
9/10/2008;322,43;1774;2053;0;8,2;19,67;42
10/10/2008;322,38;646;2036;0;10,6;25,38;40
11/10/2008;322,35;1211;2044;0;6,8;16,42;65
12/10/2008;322,36;2434;2157;0;6,2;14,78;73
13/10/2008;322,35;1795;2073;0;7,5;18,01;55
14/10/2008;322,34;1795;2073;0;10;24,07;41
15/10/2008;322,3;911;2020;0;8,4;20,1;51
16/10/2008;322,29;1799;2076;0;8,3;19,9;76
17/10/2008;322,28;1792;2069;0;11,6;27,84;54
18/10/2008;322,21;20;1957;0;10,6;25,38;50
19/10/2008;322,22;2341;2064;0;8,9;21,16;69
20/10/2008;322,2;1524;2077;0;9,1;21,66;50
21/10/2008;322,21;2356;2080;0;9;21,5;54
22/10/2008;322,17;1000;2105;0;8,5;20,39;62
23/10/2008;322,11;447;2102;0;9,5;22,75;62
24/10/2008;322,12;2369;2093;0;9,5;22,73;68
25/10/2008;322,06;756;2408;0;8,8;20,89;65
26/10/2008;322,03;1027;1852;0;6,4;15,31;74
27/10/2008;322,04;2645;2370;0;7,3;17,25;73
28/10/2008;322,02;1786;2336;0;10,3;24,51;48
29/10/2008;321,98;1252;2351;0;10,5;24,83;57
30/10/2008;321,95;1497;2320;0;9,6;22,82;30
31/10/2008;321,92;1532;2354;0;11,8;28,02;54
1/11/2008;321,91;1680;1954;0;9;21,37;57
2/11/2008;321,9;1665;1939;0;8,9;21,11;48
3/11/2008;321,89;1641;1915;0;11,2;26,47;39
4/11/2008;321,84;702;2070;0;10,6;25,14;35
5/11/2008;321,86;2728;2181;0;6,6;15,51;67
6/11/2008;321,82;1013;2106;0;7,4;17,42;74
7/11/2008;321,77;1111;2476;3,8;10,3;24,29;70
8/11/2008;321,71;619;2254;0;11,4;26,87;53
9/11/2008;321,69;1729;2273;0;6,9;16,25;54
10/11/2008;321,68;1801;2073;0;8,2;19,33;70
11/11/2008;321,66;1771;2315;0;8,5;19,93;54
12/11/2008;321,67;2198;1926;0;10,1;23,64;51
13/11/2008;321,64;1224;2040;0;7,2;16,91;53
14/11/2008;321,65;2380;2109;0;5,7;13,27;65
15/11/2008;321,62;1285;2100;0;10,1;23,61;50
16/11/2008;321,6;1486;2029;0;10,6;24,74;46
17/11/2008;321,59;1801;2072;0;9,5;22,21;57
18/11/2008;321,56;1209;2023;0;8;18,78;64
19/11/2008;321,56;2136;2136;0,3;1,7;3,98;91
20/11/2008;321,5;653;2278;1,5;7,9;18,46;75
21/11/2008;321,46;1282;2364;0;9;21,05;48
22/11/2008;321,45;2066;2336;0;9,4;21,95;64
23/11/2008;321,4;915;2265;0;7;16,38;48
24/11/2008;321,4;2279;2279;13,2;3,3;7,79;83
25/11/2008;321,36;1251;2329;0;8,3;19,36;64
26/11/2008;321,33;1515;2323;0;8,1;18,76;59
27/11/2008;321,31;1803;2341;0;6,4;14,9;52
28/11/2008;321,31;2233;2233;0;10,7;24,81;72
29/11/2008;321,24;455;2336;0;8,6;20;50
30/11/2008;321,2;1667;2741;0;8;18,56;50
1/12/2008;321,18;2500;3036;0;6,2;14,37;48
2/12/2008;321,09;623;3032;7,1;6,7;15,57;86
3/12/2008;321,04;1654;2989;0,9;7,1;16,48;66
4/12/2008;320,97;1144;3010;0;7,9;18,28;61
5/12/2008;320,89;1030;3157;0;9,2;21,06;58
6/12/2008;320,81;1449;3571;20,8;7,8;17,95;71
7/12/2008;320,73;1447;3564;13,8;7,3;16,75;92
8/12/2008;320,68;2246;3566;16,5;4,7;10,82;82
9/12/2008;320,6;1499;3608;0;6,2;14,17;63
10/12/2008;320,54;1985;3564;0;3,3;7,45;78
11/12/2008;320,44;1012;3636;20,5;5,5;12,38;86
12/12/2008;320,39;2326;3635;0;6,8;15,47;74
13/12/2008;320,31;1493;3583;2,1;4,9;11,06;82
14/12/2008;320,25;1962;3527;0;4;8,96;80
15/12/2008;320,17;1511;3592;0;1,7;3,82;77
16/12/2008;320,13;2168;3206;1,4;4,3;9,73;93
17/12/2008;320,12;2613;2873;1,1;1,2;2,78;96
18/12/2008;320,18;4637;3079;23,2;1,5;3,44;95
19/12/2008;320,22;4557;3516;25,7;0,9;2,09;89
20/12/2008;320,23;3492;3232;66,2;0,2;0,38;97
21/12/2008;320,31;5316;3231;12,7;1;2,32;95
22/12/2008;320,34;4025;3242;2,6;3;6,72;85
23/12/2008;320,34;3245;3245;0;2,3;5,15;76
24/12/2008;320,35;3507;3246;1,1;4,4;9,85;73
25/12/2008;320,35;3357;3357;3,4;3,4;7,63;87
26/12/2008;320,35;3409;3409;38,1;4,3;9,64;94
27/12/2008;320,36;3741;3480;2,1;3,2;7,11;80
28/12/2008;320,37;3697;3435;6,7;4,7;10,52;88
29/12/2008;320,37;3489;3489;0;5,8;13,05;65
30/12/2008;320,34;2716;3500;1,1;5,1;11,56;73
31/12/2008;320,32;3062;3584;0;3,6;8,17;61
1/1/2009;320,33;3875;3614;0,3;2,9;6,5;78
2/1/2009;320,31;3095;3617;0;3,4;7,58;90
3/1/2009;320,29;2976;3498;6,8;2,9;6,42;84
4/1/2009;320,25;2445;3487;54;3,9;8,74;75
5/1/2009;320,24;2913;3174;1,1;4,4;9,84;83
6/1/2009;320,26;3280;2759;0,1;3;6,66;77
7/1/2009;320,31;3846;2543;2;3,6;8,04;78
8/1/2009;320,35;3584;2539;1,6;4,5;10,06;75
9/1/2009;320,37;3065;2542;0;4,6;10,46;73
10/1/2009;320,4;3305;2520;0;6,9;15,6;76
11/1/2009;320,43;3116;2330;0;5,6;12,56;86
12/1/2009;320,45;2461;1936;4;5,2;11,81;85
13/1/2009;320,46;2150;1887;0;4,9;11,19;69
14/1/2009;320,49;2643;1857;22,2;5,2;11,76;66
15/1/2009;320,52;2648;1861;0;2,6;5,92;74
16/1/2009;320,55;2645;1857;18,4;2,9;6,63;87
17/1/2009;320,59;2624;1572;41,2;4,7;10,64;94
18/1/2009;320,65;3127;1546;10;2,3;5,33;95
19/1/2009;320,75;4290;1649;8,8;0,7;1,51;93
20/1/2009;320,87;4911;1731;4,6;3,4;7,7;89
21/1/2009;321;5522;2064;7,7;4,7;10,8;91
22/1/2009;321,07;4530;2662;0;6;13,81;80
23/1/2009;321,14;4749;2877;0;6,3;14,51;70
24/1/2009;321,17;4012;3208;0;4,8;11,11;68
25/1/2009;321,26;5920;3506;20,9;2,9;6,77;84
26/1/2009;321,29;4361;3555;18,4;2,7;6,31;84
27/1/2009;321,33;4612;3536;0;5,5;12,69;82
28/1/2009;321,37;4684;3607;10,6;6;13,97;77
29/1/2009;321,39;4104;3565;1,4;4,9;11,37;75
30/1/2009;321,44;4199;2849;2,7;6,3;14,64;76
31/1/2009;321,49;3541;2189;1,8;4,3;9,99;73
1/2/2009;321,52;2580;1769;2,7;4,3;10,08;74
2/2/2009;321,56;2991;1908;0;4,5;10,42;81
3/2/2009;321,63;3797;1898;0;3,5;8,16;83
4/2/2009;321,63;1904;1904;27,6;7,7;18,02;74
5/2/2009;321,71;4078;1902;13,5;6,1;14,41;87
6/2/2009;321,81;4623;1895;0,2;5;11,85;80
7/2/2009;321,84;2351;1531;12,9;3,4;8,03;83
8/2/2009;321,93;4009;1546;3,1;4;9,55;96
9/2/2009;322;3800;1879;0,4;5,8;13,75;74
10/2/2009;322,08;4094;1894;0;5,9;14,01;76
11/2/2009;322,15;3817;1888;0;5,2;12,38;95
12/2/2009;322,18;2765;1937;0;5,4;12,97;81
13/2/2009;322,29;4922;1879;0;5,6;13,46;87
14/2/2009;322,37;4101;1882;0;4,3;10,35;80
15/2/2009;322,49;5125;1786;0;5,1;12,36;83
16/2/2009;322,58;4397;1886;0;6,7;16,2;67
17/2/2009;322,66;4114;1876;0;4,3;10,49;83
18/2/2009;322,73;3843;1880;0;5;12,04;88
19/2/2009;322,79;3569;1883;0;6,2;15,1;83
20/2/2009;322,87;4118;1865;0;8,1;19,8;77
21/2/2009;322,91;2969;1840;2,1;6,1;14,96;78
22/2/2009;322,94;2716;1869;0;5,4;13,27;72
23/2/2009;322,97;2673;1825;0;5,5;13,38;87
24/2/2009;323,04;3855;1874;0;4,9;12,02;79
25/2/2009;323,08;3006;1873;5,5;5,4;13,15;90
26/2/2009;323,12;2970;1835;0;6,7;16,45;71
27/2/2009;323,18;3443;1738;0;8,3;20,48;70
28/2/2009;323,22;2987;1849;0;6,4;15,73;73
1/3/2009;323,24;2372;1802;0;4,5;11,13;70
2/3/2009;323,27;2697;1841;3,1;2;4,88;95
3/3/2009;323,3;2678;1822;0;4,3;10,55;95
4/3/2009;323,34;2983;1841;0,2;5,2;12,88;72
5/3/2009;323,37;2657;1799;0;3,8;9,28;79
6/3/2009;323,39;2403;1831;0;6,3;15,55;76
7/3/2009;323,47;4096;1804;0;3,5;8,59;86
8/3/2009;323,52;3268;1833;1,3;2,9;7,15;80
9/3/2009;323,56;2987;1837;0,1;7,8;19,43;84
10/3/2009;323,61;3280;1841;1,6;2,1;5,27;86
11/3/2009;323,65;2997;1844;0;4,2;10,51;82
12/3/2009;323,68;2655;1789;0;5,9;14,7;76
13/3/2009;323,71;2693;1827;0;6,2;15,39;90
14/3/2009;323,73;2417;1839;0;5,7;14,26;77
15/3/2009;323,76;2707;1839;0,5;5,9;14,69;91
16/3/2009;323,8;3004;1846;0;4;10,1;83
17/3/2009;323,81;2139;1849;17,6;4,4;10,92;94
18/3/2009;323,99;7030;1801;5;3,4;8,41;76
19/3/2009;324,06;3865;1824;16,8;5;12,52;83
20/3/2009;324,14;4183;1845;0;2,5;6,18;84
21/3/2009;324,28;5911;1808;91,8;0,4;0,91;97
22/3/2009;324,41;5639;1813;3,5;3,8;9,77;83
23/3/2009;324,58;6852;1828;0;4,2;10,68;77
24/3/2009;324,74;6573;1821;0;5,5;14,06;62
25/3/2009;324,92;7265;1893;0;4,3;11,19;61
26/3/2009;325,05;5746;1850;0;5,1;13,1;60
27/3/2009;325,18;5779;1868;0;6,6;17,15;64
28/3/2009;325,29;5155;1834;0;5,2;13,64;75
29/3/2009;325,4;5198;1867;0;4,4;11,54;84
30/3/2009;325,44;3137;1923;0;4,8;12,56;93
31/3/2009;325,5;3892;2069;13,1;4,5;11,69;94
1/4/2009;325,53;3407;2495;0,3;4,6;12,04;92
2/4/2009;325,54;2804;2499;0;3,6;9,39;83
3/4/2009;325,53;2197;2502;4,6;2,7;7,16;95
4/4/2009;325,56;3093;2179;7,1;3,5;9,32;90
5/4/2009;325,62;3914;2084;1,2;3,6;9,41;82
6/4/2009;325,66;3691;2469;0;3,8;10,11;79
7/4/2009;325,69;3162;2245;0;4,4;11,67;80
8/4/2009;325,73;3473;2249;0;3,9;10,37;82
9/4/2009;325,78;3783;2251;0;4,5;11,8;74
10/4/2009;325,8;2690;2077;0;5,7;15,07;69
11/4/2009;325,83;3041;2121;0;4,8;12,77;74
12/4/2009;325,83;2231;2231;0;3,8;10,08;92
13/4/2009;325,8;1307;2227;0;6,3;16,64;61
14/4/2009;325,78;1652;2265;0;4,3;11,48;79
15/4/2009;325,81;3267;2347;0;3,2;8,48;87
16/4/2009;325,78;1362;2282;0;4,4;11,66;77
17/4/2009;325,81;3189;2269;0;5,3;14,1;73
18/4/2009;325,8;1965;2272;0;4,5;12,04;73
19/4/2009;325,81;2560;2253;0;5,2;13,78;64
20/4/2009;325,8;1931;2238;0;6;15,87;55
21/4/2009;325,73;78;2223;0;4,6;12,05;95
22/4/2009;325,73;2277;2277;1,7;1,5;4;98
23/4/2009;325,75;2946;2333;0,3;3,4;8,94;83
24/4/2009;325,74;2149;2455;0;5,9;15,56;72
25/4/2009;325,74;2454;2454;0;4,4;11,69;75
26/4/2009;325,73;2131;2438;0;4,1;10,74;63
27/4/2009;325,72;2150;2456;0;4,9;12,96;63
28/4/2009;325,68;1224;2447;0;5,3;13,95;63
29/4/2009;325,68;2293;2293;0;4,3;11,3;77
30/4/2009;325,67;1988;2293;0;6,4;17;72
1/5/2009;325,65;1687;2298;0;4,6;12,14;63
2/5/2009;325,64;1991;2297;0;4,5;11,85;65
3/5/2009;325,62;1664;2275;0;4,4;11,64;71
4/5/2009;325,58;1097;2317;0;2,9;7,65;80
5/5/2009;325,58;2328;2328;0;2,5;6,61;91
6/5/2009;325,57;2041;2345;0;1,7;4,43;95
7/5/2009;325,55;1742;2351;0;5;13,03;81
8/5/2009;325,5;815;2337;0;6,3;16,68;80
9/5/2009;325,53;2785;1872;0;0,9;2,26;90
10/5/2009;325,53;1758;1758;0,3;1,8;4,76;83
11/5/2009;325,52;1997;2302;0,1;3,7;9,65;71
12/5/2009;325,47;792;2312;0;4,6;12,14;70
13/5/2009;325,46;2000;2304;0,9;1,5;3,94;94
14/5/2009;325,45;2032;2335;0,3;2,6;6,82;81
15/5/2009;325,44;2049;2352;2,9;3,3;8,6;90
16/5/2009;325,43;1895;2199;0;3,3;8,6;75
17/5/2009;325,43;2253;2253;0;4,4;11,49;64
18/5/2009;325,41;1394;2001;0;5,8;15,26;52
19/5/2009;325,38;1170;2080;0;4,4;11,53;74
20/5/2009;325,34;845;2057;0;4,3;11,21;81
21/5/2009;325,34;2093;2093;0;3,5;9,13;81
22/5/2009;325,36;2615;2010;0;4,8;12,56;78
23/5/2009;325,34;1717;2323;0;3,7;9,63;79
24/5/2009;325,35;2508;2205;0;2,6;6,91;74
25/5/2009;325,34;1973;2276;0;3,7;9,68;78
26/5/2009;325,3;1072;2282;0;4,1;10,72;78
27/5/2009;325,29;1963;2266;0;3,7;9,53;70
28/5/2009;325,27;1658;2262;0;4,8;12,53;65
29/5/2009;325,25;1661;2265;0;5,9;15,5;56
30/5/2009;325,24;1943;2244;0;3,9;10,1;50
31/5/2009;325,22;1609;2213;0;3,8;10,02;47
1/6/2009;325,2;1645;2248;0;4,8;12,44;44
2/6/2009;325,17;1358;2262;0;5,9;15,27;30
3/6/2009;325,16;1967;2268;0;5,6;14,68;29
4/6/2009;325,14;1661;2264;0;4,7;12,23;41
5/6/2009;325,14;2190;2190;0;5,6;14,62;43
6/6/2009;325,14;2243;2243;0;4,1;10,77;58
7/6/2009;325,13;1909;2210;0;4,7;12,33;58
8/6/2009;325,09;1030;2233;0;4,8;12,45;54
9/6/2009;325,09;2271;2271;0;2,7;6,96;90
10/6/2009;325,09;2199;2199;0;3;7,71;84
11/6/2009;325,1;2524;2223;0;2,7;7,11;85
12/6/2009;325,07;1329;2231;0;4,9;12,72;71
13/6/2009;325,06;1919;2219;0;3,6;9,45;78
14/6/2009;325,06;2218;2218;0;3,6;9,34;80
